create_time,hashtag_names,id,username,video_description,view_count,comment_count,like_count,music_id,region_code,share_count,voice_to_text,effect_ids,playlist_id,tiktokurl,utc_year,utc_month,utc_day,utc_hour,utc_minute,utc_second,utc_date_string,utc_time_string
1704152609,"['foryou', 'fyp', 'churchtiktok', 'bidenharris2024']",7319279623202688298,lady.kootoure,Chile……. #foryou #fyp #churchtiktok #bidenharris2024 ,8,14,37,7.319284876384128e+18,us,0,,,,https://www.tiktok.com/@lady.kootoure/video/7319279623202688298,2024,1,1,23,43,29,2024-01-01,23:43:29
1704152608,"['breakup', 'fyp', 'tarotcards', 'reconciliation', 'manifestationmindset', 'spellsthatwork', 'spellscasting']",7319279593863613739,psychic_healing_heart,bundles available for January 1st please come to my number or email $99 donation for reconciliation third-party removal and rejuvenation for 2024#fyp#tarotcards #spellsthatwork #manifestationmindset #spellscasting ##spellscasting #reconciliation #breakup ,5,0,1,7.319279708904967e+18,us,0,,,,https://www.tiktok.com/@psychic_healing_heart/video/7319279593863613739,2024,1,1,23,43,28,2024-01-01,23:43:28
1704152602,"['duet', 'trump2024']",7319279563455073582,burnt.up,#duet with @Neanderthal Reports #trump2024 ,31,19,127,7.319261122530397e+18,us,0,,,,https://www.tiktok.com/@burnt.up/video/7319279563455073582,2024,1,1,23,43,22,2024-01-01,23:43:22
1704152588,"['dunes', 'livingthedream', 'gopr', 'suzukirmz', 'sandhallowutah']",7319279487391157546,richardwhite58,#sandhallowutah #suzukirmz #dunes #gopr #livingthedream ,197,1,2,7.097255338264496e+18,us,0,,,,https://www.tiktok.com/@richardwhite58/video/7319279487391157546,2024,1,1,23,43,8,2024-01-01,23:43:08
1704152556,"['america', 'usa', 'president', 'trump', '2024', 'trump2024']",7319279394801945886,ilike_cars1235,God bless this country🇺🇸🇺🇸 #america #trump #2024 #trump2024 #usa #USA #PRESIDENT #president,16,59,274,7.293666045645032e+18,us,0,,,,https://www.tiktok.com/@ilike_cars1235/video/7319279394801945886,2024,1,1,23,42,36,2024-01-01,23:42:36
1704152558,"['follow', 'foryou', 'fyp', 'natashakhan', 'virul_video', 'virul_tiktok_video', 'natashakhanatelier', 'bbmagazine', 'nyfw2023', 'nyifw2023']",7319279372735860014,natashakhanatelier,Rising up Alhamdulliah honored to published one of the reknown newyork magazine@bybillieblunt ❤️❤️❤️#bbmagazine #natashakhanatelier #virul_video #virul_tiktok_video #foryou #fyp #follow #nyfw2023 #nyifw2023 #natashakhan @Ejaz Waris ,157,2,28,6.618871733141114e+18,us,0,,,,https://www.tiktok.com/@natashakhanatelier/video/7319279372735860014,2024,1,1,23,42,38,2024-01-01,23:42:38
1704152556,"['standtogether', '💙', '2024', 'registertovote', 'savedemocracy', 'happyhealthynewyear', 'bidenharris2024', 'helpfriendsandfamilyregistet', 'votebluetokeepthehappycoming']",7319279365152361774,yernewtadisorangeu,#votebluetokeepthehappycoming #happyhealthynewyear #2024 #💙 #savedemocracy #registertovote #helpfriendsandfamilyregistet #standtogether #BidenHarris2024 ,16,16,52,7.316642755743566e+18,us,0,,,,https://www.tiktok.com/@yernewtadisorangeu/video/7319279365152361774,2024,1,1,23,42,36,2024-01-01,23:42:36
1704152546,"['fun', 'savage', 'life', 'hit', 'real', 'america', 'usa', 'theworld', 'donaldtrump', 'duet', 'realness', 'louisiana', 'viralvideo', 'funnyvideos', 'fyp', 'blacksfortrump', 'dúo']",7319279308697029931,matthewgoodwin80,#duet #blacksfortrump #fyp #Duet #usa #dúo #funnyvideos #fun #louisiana #theworld #viralvideo #life #donaldtrump #america #real #savage #realness #hit ,9,0,12,7.319279451295796e+18,us,0,,,,https://www.tiktok.com/@matthewgoodwin80/video/7319279308697029931,2024,1,1,23,42,26,2024-01-01,23:42:26
1704152537,"['nfl', 'mvp', 'packers', 'gopackgo', 'nflfootball', 'nfltiktok', 'nflcontent', 'firejoebarry', 'packerswire']",7319279278024052011,packers.wire,#packerswire #nfl #nflcontent #nflfootball #firejoebarry #packers #packers #gopackgo #nfltiktok #mvp ,6,35,135,7.144070930447206e+18,us,0,,,,https://www.tiktok.com/@packers.wire/video/7319279278024052011,2024,1,1,23,42,17,2024-01-01,23:42:17
1704152530,[],7319279269459316014,autismactivistmarcusboyd,"I created Autism Love Magazine so anyone with autism or any  type of special needs can have a voice and be seen I wanted to celebrate our differences and educate those who may not understand I wanted to show the lifestyle of autism while giving reality a platform, getting to  know about mental health, entertainment, current events, fashion, sports, and more with Autism Love Magazine we will bring light to different races and cultures that are involved directly or indirectly with autism and special needs, This magazine will be the voice for the voiceless and it will provide opportunities for the autism and special needs communities Autism Love Magazine Uplifting Life Culture & Acceptance I Am Autism Activist Marcus Boyd ",16,0,5,6.883887694796048e+18,us,0,,,,https://www.tiktok.com/@autismactivistmarcusboyd/video/7319279269459316014,2024,1,1,23,42,10,2024-01-01,23:42:10
1704152509,"['fitness', 'truth', 'texas', 'trump', 'budlight', 'fyp', 'foodie', 'treanding', 'ukraine', 'nikeairforce1', 'godiscoming', 'republican', 'mrbeast', 'fypage', 'fazzrug']",7319279206897044766,josephgonzalez497,#TRUMP #fitness #budlight #fypage #mrbeast #fazzrug #nikeairforce1 #foodie #treanding #truth #fyp #godiscoming #republican #texas #ukraine ,11,16,65,7.319279299029978e+18,us,0,,,,https://www.tiktok.com/@josephgonzalez497/video/7319279206897044766,2024,1,1,23,41,49,2024-01-01,23:41:49
1704152496,['gopackgo'],7319279124667780398,rexbrenum,#gopackgo ,17,0,2,6.79000608985003e+18,us,0,,,,https://www.tiktok.com/@rexbrenum/video/7319279124667780398,2024,1,1,23,41,36,2024-01-01,23:41:36
1704152496,"['viral', 'kenny', 'borrachos', 'nenavaldez46', 'chismestiktoker', 'prietalinda77', 'chismestiktokers🔥🔥🔥🔥🔥', 'magana25']",7319279111581584671,olapendejos8,#chismestiktokers🔥🔥🔥🔥🔥 #chismestiktoker #viral #nenavaldez46 #kenny #magana25 #prietalinda77 #borrachos @Kimzury @🌻🩷〰️Katy Sol〰️🩷🌻 @odioso @Laura Cortez @carnitascabrones @SoyElComal @Lucecita86 @ThatDreamCatcher @SoyGallinaWey @Álvarez @Ozz @AdriiBravo4 ,3,8,11,7.319279277336202e+18,us,0,,,,https://www.tiktok.com/@olapendejos8/video/7319279111581584671,2024,1,1,23,41,36,2024-01-01,23:41:36
1704152484,['gopackgo'],7319279064672390443,rexbrenum,#gopackgo ,276,0,1,6.884269331954272e+18,us,0,,,,https://www.tiktok.com/@rexbrenum/video/7319279064672390443,2024,1,1,23,41,24,2024-01-01,23:41:24
1704152491,"['trump', 'fjb', '2024', 'trump2024']",7319279063506472234,that_shitty_96_cherokee,HE BETTER WIN #trump #trump2024 #fjb #2024 ,3,4,36,7.013397725160933e+18,us,0,,,,https://www.tiktok.com/@that_shitty_96_cherokee/video/7319279063506472234,2024,1,1,23,41,31,2024-01-01,23:41:31
1704152476,"['godblessamerica', 'trump2024', 'joebidenisbad']",7319279056002845983,blacklivesdonotmatter,Lets relect trump!🇺🇸#trump2024 #godblessamerica #joebidenisbad ,26,16,51,6.704942874670139e+18,us,0,,,,https://www.tiktok.com/@blacklivesdonotmatter/video/7319279056002845983,2024,1,1,23,41,16,2024-01-01,23:41:16
1704152469,"['maga', 'fjb']",7319279018400943390,chuckballsohard,#FJB #MAGA ,6,0,4,6.803989380684843e+18,us,0,,,,https://www.tiktok.com/@chuckballsohard/video/7319279018400943390,2024,1,1,23,41,9,2024-01-01,23:41:09
1704152477,"['edit', 'love', 'kawaii', 'like', 'cute', 'art', 'drawing', 'sketch', 'artist', 'funny', 'anime', 'follow', 'instagram', 'birthday', 'japan', 'attackontitan', 'edits', 'amv', 'tokyoghoul', 'narutoshippuden', 'naruto', 'sasuke', 'dbz', 'viral', 'aesthetic', 'tiktok', 'meme', 'animeedits', 'animevideo', 'otaku', 'cosplay', 'draw', 'artwork', 'dragonballz', 'memes', 'onepiece', 'manga', 'goku', 'animedrawing', 'ai', 'weeb', 'fanart', 'dragonball', 'fyp', 'animefreak', 'illustration', 'animeislife', 'cosplayer', 'animeboys', 'animeedit', 'animeart', 'animeartist', 'animefan', 'animelove', 'dankmemes', 'animegirl', 'digitalart', 'animeamv', 'animelife', 'anime4life', 'animecouple', 'animes', 'animeboy', 'loveanime', 'animeforlife', 'animeworld', 'animelover', 'demonslayer', 'animeme', 'animelovers', 'animescenes', 'animequotes', 'animedraw', 'animefans', 'animegirls', 'animedrawings', 'animeforever', 'animeotaku', 'animewallpaper', 'animeromance', 'animecosplay', 'mangaart', 'animemanga', 'animestyle', 'animememes', 'kawaiianime', 'animemes', 'animesketch', 'animeaccount', 'kaguya', 'animefanart', 'animememe', 'myheroacademia', 'bokunoheroacademia', 'animejapan', 'animecute', 'animekawaii', 'animefacts', 'animeartwork', 'animescene', 'animeindo', 'animepage', 'shinomiya', 'animeecchi', 'animeinstagram', 'animetiktok', 'foryourpage', 'bhfyp', 'animetattoo', 'kaguyasamaloveiswar', 'kaguyashinomiya', 'shinomiyakaguya', 'animeindonesia', 'kaguyasamawakokurasetaitensaitachinorenaizunousen', 'capcut']",7319279014902877483,impulse908,#KaguyaShinomiya #Kaguya #Shinomiya #ShinomiyaKaguya #animefans #animecosplay #animelife #animefanart #animekawaii #animefreak #animelovers #animeartist #animestyle #animeamv #animemanga #animeindo #kawaiianime #animedraw #animecouple #animeislife #animeboys #animemes #animeme #animeartwork #animeotaku #animecute #animesketch #loveanime #animeforlife #CapCut #FYP #foryourpage #Cosplay #animetiktok #Anime #Ai #viral    #anime #manga #art #otaku #animeart #animegirl #animeedits #naruto #cosplay #kawaii #drawing #animememes #fanart #memes #animeedit #cute #love #meme #onepiece #animes #animelover #digitalart #japan #weeb #artist #animegirls #dragonball #bhfyp #edit #myheroacademia #like #animelove #animeboy #amv #narutoshippuden #animedrawing #follow #animeworld #sketch #draw #cosplayer #animefan #artwork #illustration #dankmemes #attackontitan #animefanart #funny #dragonballz #aesthetic #mangaart #instagram #animecosplay #goku #bokunoheroacademia #edits #tiktok #sasuke #demonslayer #dbz #meme #japan #artwork #sketch #bhfyp #tiktok #digitalart #draw #dankmemes #aesthetic #manga #kawaii #cosplay #edit #fanart  #edits #naruto #animegirl #animeart #anime #dragonballz #myheroacademia #animeedit #tokyoghoul #animeboy #dbz #animelover #amv #animegirls #goku #weeb #animedrawing #animelove #bokunoheroacademia #sasuke #mangaart #animeworld #animefan #animefanart #animememe  #animeotaku #animecute #animetattoo #animescenes #animeindonesia #animefacts #animedrawings #animeforlife #animeecchi #animeinstagram #animequotes #animescene #animeaccount #anime4life #animeromance #animepage #animewallpaper #animejapan #animeforever #animevideo #animeart #animememes #animeedits #animes #animeedit #animeboy #animelover #animegirls #animedrawing #animelove #animeworld #animefan #animefanart #animememe #animefans #animecosplay #animeartist #animestyle #animelovers #birthday #KaguyasamawaKokurasetaiTensaitachinoRenaiZunousen  #KaguyasamaLoveisWar ,61,0,7,7.319279149900778e+18,us,0,,,,https://www.tiktok.com/@impulse908/video/7319279014902877483,2024,1,1,23,41,17,2024-01-01,23:41:17
1704152453,"['facts', 'trump', 'biden', 'democrat', 'democrats', 'republicans', 'republican', 'trump2024', 'biden2024']",7319278935274016046,a42yearoldarab,How did they know far left craziness was coming 🤔. #democrat #republican #facts #biden #trump #trump2024 #republicans #democrats #biden2024 ,0,4,26,7.319279042304249e+18,us,0,,,,https://www.tiktok.com/@a42yearoldarab/video/7319278935274016046,2024,1,1,23,40,53,2024-01-01,23:40:53
1704152440,"['identicaltwins', 'biden', 'fjb', 'letsgobrandon', 'crawfordtwins', 'conservativewomen']",7319278902143094047,ashleyelliscrawford,#letsgobrandon #fjb #conservativewomen #biden #crawfordtwins #identicaltwins ,549,9,161,7.300944166249401e+18,us,1,,,,https://www.tiktok.com/@ashleyelliscrawford/video/7319278902143094047,2024,1,1,23,40,40,2024-01-01,23:40:40
1704152424,"['jazz', 'trumpet', 'trombone', 'jazzsolo']",7319278812922334510,cuscampbell,1 note ONLY #TROMBONE #JAZZ #TRUMPET #jazzsolo ,539,4,112,7.319278918694538e+18,us,1,,,,https://www.tiktok.com/@cuscampbell/video/7319278812922334510,2024,1,1,23,40,24,2024-01-01,23:40:24
1704152425,"['clean', 'ford', 'carporn', 'mustang', 'trending', 'viral', 'tiktok', 'gopro', 'photography', 'videography', 'detailing', 'ecoboost', 'enginebaydetail']",7319278812796128542,cypresscarcare,"We detailed this mucky (nasty) mustang eco-boost, and we brought it back to life. This car looked like she went through a portal of cleanliness.  #tiktok #mustang #ford #ecoboost #carporn #detailing #enginebaydetail #trending #viral #photography #gopro #photography #videography #clean ",41,0,628,6.914453980965767e+18,us,0,,,,https://www.tiktok.com/@cypresscarcare/video/7319278812796128542,2024,1,1,23,40,25,2024-01-01,23:40:25
1704152399,"['newyears', 'trump', 'fyp']",7319278738418437422,the.offical.ace.662,#newyears #trump #fyp ,2,13,112,7.15292739587862e+18,us,0,,,,https://www.tiktok.com/@the.offical.ace.662/video/7319278738418437422,2024,1,1,23,39,59,2024-01-01,23:39:59
1704152396,"['selfjourneybuthappy', 'jean_the_explorer']",7319278697347894558,pinayexplorerinhongkong,more years to be together 🙏💐#jean_the_explorer #selfjourneybuthappy @trumpo15 @yayagwaps ,20,7,36,7.319278796648058e+18,us,0,,,,https://www.tiktok.com/@pinayexplorerinhongkong/video/7319278697347894558,2024,1,1,23,39,56,2024-01-01,23:39:56
1704152389,"['president', 'trump', 'vietnamese', 'gunna', 'ganyachombyla']",7319278643631476010,baoski_van_wolfgang,The #president #trump blasting some #vietnamese #gunna  #ganyachombyla ,22,2,35,7.303863773906275e+18,us,0,,,,https://www.tiktok.com/@baoski_van_wolfgang/video/7319278643631476010,2024,1,1,23,39,49,2024-01-01,23:39:49
1704152387,"['sports', 'volleyball', 'spike', 'vb', 'fyp', 'setter', 'vball', 'haikyuu', 'hinata', 'usavolleyball', 'kageyama', 'ishikawa', 'usav', 'nishida', 'volleyballreels', 'texas_ao']",7319278624635653422,texas_ao,tbh just feed justin 🍽️🍽️🍽️ #volleyball #haikyuu #texas_ao #volleyballreels #fyp #vb #vball #sports #nishida #hinata #ishikawa #usav #usavolleyball #spike #setter #kageyama ,76,1,17,7.319278765815795e+18,us,0,,,,https://www.tiktok.com/@texas_ao/video/7319278624635653422,2024,1,1,23,39,47,2024-01-01,23:39:47
1704152385,['2024'],7319278617459215662,deeztrumpz.com,TRUMP 2024 #2024,7,1,14,7.319278760979697e+18,us,0,,,,https://www.tiktok.com/@deeztrumpz.com/video/7319278617459215662,2024,1,1,23,39,45,2024-01-01,23:39:45
1704152350,"['politics', 'news', 'education', 'law']",7319278486571666734,theashtoncohen,Why did the Colorado Supreme Court & Maine remove Trump from ballots and is this constitutional? #politics #law #news #education ,191,6,49,7.319278609271672e+18,us,0,,,,https://www.tiktok.com/@theashtoncohen/video/7319278486571666734,2024,1,1,23,39,10,2024-01-01,23:39:10
1704152338,"['newyears', 'fitness', 'homerun', 'unreleased', 'baseballclips', 'hockeyclips', 'footballclips', 'makeuprecomendation', 'zachbryan', '2024election', 'zachbryanmusic', 'zachbryancover', 'zachbryansongs', 'zachbryanconcert', 'zachbryanlive', 'zachbryanunreleased', 'zachbryanconcert2023', 'zachbryantunes', '2023seasoncomestoanend', 'zachbryanbrianachickenfry']",7319278458402557215,morezachbryan,A little “Dear Mrs” bus session never hurt anyone 🤯. #unreleased #zachbryan #zachbryanconcert #zachbryanlive #zachbryanmusic #zachbryanconcert2023 #zachbryanunreleased #zachbryancover #zachbryansongs #zachbryantunes #zachbryanbrianachickenfry #footballclips #hockeyclips #baseballclips #homerun #2023seasoncomestoanend #2024election #fitness #newyears #makeuprecomendation ,5523,144,2520,7.319283713999752e+18,us,71,,,,https://www.tiktok.com/@morezachbryan/video/7319278458402557215,2024,1,1,23,38,58,2024-01-01,23:38:58
1704152322,['2024trump🇺🇸🇺🇸'],7319278403444608286,mrcar1k,#2024trump🇺🇸🇺🇸 ,25,1,40,7.04838848136579e+18,us,0,,,,https://www.tiktok.com/@mrcar1k/video/7319278403444608286,2024,1,1,23,38,42,2024-01-01,23:38:42
1704152316,"['duet', 'hardworkpaysoff']",7319278325908753706,jdock6_la,#duet with @Biden’s Nutz Black Men holding onto the Victim Mentality....it's Pathetic #HardWorkPaysOff 🤜🤛 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1,1,18,7.319026383152893e+18,us,0,,,,https://www.tiktok.com/@jdock6_la/video/7319278325908753706,2024,1,1,23,38,36,2024-01-01,23:38:36
1704152288,"['guitar', 'hatsunemiku', 'metal', 'cosplay', 'foryou', 'metalcore', 'miku', 'fyp', 'mikuhatsune', 'cosplayer', 'hatsunemikucosplay', 'vocaloidcosplay', 'electricguitar', 'luka', 'rinkagamine', 'gumimegpoid', 'kagaminerin', 'vocaloidcover', 'gumi', 'lukamegurine', 'utsup', 'utsu', 'hatsunemikufigure', 'mikufigure', 'foryoupage', 'foryourpage', 'guitartoks', 'foryoupage❤️❤️', 'fypシ', 'guitartok', 'foryoupageofficiall', 'mikucovers', 'mikugoesmetal']",7319278248293289262,yoshiboo87,Ghost under the Umbrella ft Miku & Gumi Starting 2024 with a full cover! it'll be part of my live setlist  #mikugoesmetal  #utsu #utsup #hatsunemiku #miku #mikuhatsune #mikufigure #hatsunemikufigure #foryou #foryoupage #foryourpage #foryoupageofficiall #foryoupage❤️❤️ #fyp #fypシ #foryou #metal #metalcore #vocaloidcover #mikucovers #hatsunemikucosplay #vocaloidcosplay #cosplay #cosplayer #rinkagamine# #kagaminerin #luka #lukamegurine #gumi #gumimegpoid  #guitar #electricguitar #guitartok #guitartoks ,112,14,60,7.319278361690328e+18,us,3,,,,https://www.tiktok.com/@yoshiboo87/video/7319278248293289262,2024,1,1,23,38,8,2024-01-01,23:38:08
1704152286,"['anime', 'sakura', 'narutoshippuden', 'naruto', 'views', 'fyp', 'sakuraharuno', 'kaguya', 'sakurauchiha', 'fypage', 'fypp', 'sakuraharuno🌸', 'animefyp', 'kaguyaotsusuki', 'fypシ゚viral', 'otsutsukikaguya', 'jsvetorxz']",7319278209663585579,js.vortex,Starting off the year wit a W #fypage #fyp #fypシ゚viral #anime #fypp #animefyp #jsvetorxz #naruto #narutoshippuden #sakura #sakuraharuno #sakurauchiha #sakuraharuno🌸 #kaguya #kaguyaotsusuki #otsutsukikaguya #views Sakura revives the views 😮‍💨,2007,359,497,7.31927833389461e+18,us,4,,,,https://www.tiktok.com/@js.vortex/video/7319278209663585579,2024,1,1,23,38,6,2024-01-01,23:38:06
1704152399,"['newyears', 'trump', 'fyp']",7319278738418437422,the.offical.ace.662,#newyears #trump #fyp ,2,13,112,7.15292739587862e+18,us,0,,,,https://www.tiktok.com/@the.offical.ace.662/video/7319278738418437422,2024,1,1,23,39,59,2024-01-01,23:39:59
1704152396,"['selfjourneybuthappy', 'jean_the_explorer']",7319278697347894558,pinayexplorerinhongkong,more years to be together 🙏💐#jean_the_explorer #selfjourneybuthappy @trumpo15 @yayagwaps ,20,7,36,7.319278796648058e+18,us,0,,,,https://www.tiktok.com/@pinayexplorerinhongkong/video/7319278697347894558,2024,1,1,23,39,56,2024-01-01,23:39:56
1704152389,"['president', 'trump', 'vietnamese', 'gunna', 'ganyachombyla']",7319278643631476010,baoski_van_wolfgang,The #president #trump blasting some #vietnamese #gunna  #ganyachombyla ,22,2,35,7.303863773906275e+18,us,0,,,,https://www.tiktok.com/@baoski_van_wolfgang/video/7319278643631476010,2024,1,1,23,39,49,2024-01-01,23:39:49
1704152387,"['sports', 'volleyball', 'spike', 'vb', 'fyp', 'setter', 'vball', 'haikyuu', 'hinata', 'usavolleyball', 'kageyama', 'ishikawa', 'usav', 'nishida', 'volleyballreels', 'texas_ao']",7319278624635653422,texas_ao,tbh just feed justin 🍽️🍽️🍽️ #volleyball #haikyuu #texas_ao #volleyballreels #fyp #vb #vball #sports #nishida #hinata #ishikawa #usav #usavolleyball #spike #setter #kageyama ,76,1,17,7.319278765815795e+18,us,0,,,,https://www.tiktok.com/@texas_ao/video/7319278624635653422,2024,1,1,23,39,47,2024-01-01,23:39:47
1704152385,['2024'],7319278617459215662,deeztrumpz.com,TRUMP 2024 #2024,7,1,14,7.319278760979697e+18,us,0,,,,https://www.tiktok.com/@deeztrumpz.com/video/7319278617459215662,2024,1,1,23,39,45,2024-01-01,23:39:45
1704152350,"['politics', 'news', 'education', 'law']",7319278486571666734,theashtoncohen,Why did the Colorado Supreme Court & Maine remove Trump from ballots and is this constitutional? #politics #law #news #education ,191,6,49,7.319278609271672e+18,us,0,,,,https://www.tiktok.com/@theashtoncohen/video/7319278486571666734,2024,1,1,23,39,10,2024-01-01,23:39:10
1704152338,"['newyears', 'fitness', 'homerun', 'unreleased', 'baseballclips', 'hockeyclips', 'footballclips', 'makeuprecomendation', 'zachbryan', '2024election', 'zachbryanmusic', 'zachbryancover', 'zachbryansongs', 'zachbryanconcert', 'zachbryanlive', 'zachbryanunreleased', 'zachbryanconcert2023', 'zachbryantunes', '2023seasoncomestoanend', 'zachbryanbrianachickenfry']",7319278458402557215,morezachbryan,A little “Dear Mrs” bus session never hurt anyone 🤯. #unreleased #zachbryan #zachbryanconcert #zachbryanlive #zachbryanmusic #zachbryanconcert2023 #zachbryanunreleased #zachbryancover #zachbryansongs #zachbryantunes #zachbryanbrianachickenfry #footballclips #hockeyclips #baseballclips #homerun #2023seasoncomestoanend #2024election #fitness #newyears #makeuprecomendation ,5523,144,2520,7.319283713999752e+18,us,71,,,,https://www.tiktok.com/@morezachbryan/video/7319278458402557215,2024,1,1,23,38,58,2024-01-01,23:38:58
1704152322,['2024trump🇺🇸🇺🇸'],7319278403444608286,mrcar1k,#2024trump🇺🇸🇺🇸 ,25,1,40,7.04838848136579e+18,us,0,,,,https://www.tiktok.com/@mrcar1k/video/7319278403444608286,2024,1,1,23,38,42,2024-01-01,23:38:42
1704152316,"['duet', 'hardworkpaysoff']",7319278325908753706,jdock6_la,#duet with @Biden’s Nutz Black Men holding onto the Victim Mentality....it's Pathetic #HardWorkPaysOff 🤜🤛 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1,1,18,7.319026383152893e+18,us,0,,,,https://www.tiktok.com/@jdock6_la/video/7319278325908753706,2024,1,1,23,38,36,2024-01-01,23:38:36
1704152288,"['guitar', 'hatsunemiku', 'metal', 'cosplay', 'foryou', 'metalcore', 'miku', 'fyp', 'mikuhatsune', 'cosplayer', 'hatsunemikucosplay', 'vocaloidcosplay', 'electricguitar', 'luka', 'rinkagamine', 'gumimegpoid', 'kagaminerin', 'vocaloidcover', 'gumi', 'lukamegurine', 'utsup', 'utsu', 'hatsunemikufigure', 'mikufigure', 'foryoupage', 'foryourpage', 'guitartoks', 'foryoupage❤️❤️', 'fypシ', 'guitartok', 'foryoupageofficiall', 'mikucovers', 'mikugoesmetal']",7319278248293289262,yoshiboo87,Ghost under the Umbrella ft Miku & Gumi Starting 2024 with a full cover! it'll be part of my live setlist  #mikugoesmetal  #utsu #utsup #hatsunemiku #miku #mikuhatsune #mikufigure #hatsunemikufigure #foryou #foryoupage #foryourpage #foryoupageofficiall #foryoupage❤️❤️ #fyp #fypシ #foryou #metal #metalcore #vocaloidcover #mikucovers #hatsunemikucosplay #vocaloidcosplay #cosplay #cosplayer #rinkagamine# #kagaminerin #luka #lukamegurine #gumi #gumimegpoid  #guitar #electricguitar #guitartok #guitartoks ,112,14,60,7.319278361690328e+18,us,3,,,,https://www.tiktok.com/@yoshiboo87/video/7319278248293289262,2024,1,1,23,38,8,2024-01-01,23:38:08
1704152288,"['greenday', 'trump4prison']",7319278246078532910,soul_ofmy_soul,#greenday #trump4prison ,2,3,10,7.318966550965652e+18,us,0,,,,https://www.tiktok.com/@soul_ofmy_soul/video/7319278246078532910,2024,1,1,23,38,8,2024-01-01,23:38:08
1704152310,"['class', 'karen', 'boyscout', 'kissinger', 'ronaldreagan', 'deceased', 'republicans', 'economy', 'eaglescout', 'economyclass']",7319278240516918570,rxgraves,#BoyScout #EagleScout #Kissinger #RonaldReagan #Republicans #deceased #economy #class #EconomyClass #Karen ,56,0,5,6.763841249553156e+18,us,0,,,,https://www.tiktok.com/@rxgraves/video/7319278240516918570,2024,1,1,23,38,30,2024-01-01,23:38:30
1704152285,"['usa', 'president', 'donaldtrump']",7319278210280197419,daniel.betts,Real tho #donaldtrump #president #usa ,34,5,42,7.293666045645032e+18,us,0,,,,https://www.tiktok.com/@daniel.betts/video/7319278210280197419,2024,1,1,23,38,5,2024-01-01,23:38:05
1704152286,"['anime', 'sakura', 'narutoshippuden', 'naruto', 'views', 'fyp', 'sakuraharuno', 'kaguya', 'sakurauchiha', 'fypage', 'fypp', 'sakuraharuno🌸', 'animefyp', 'kaguyaotsusuki', 'fypシ゚viral', 'otsutsukikaguya', 'jsvetorxz']",7319278209663585579,js.vortex,Starting off the year wit a W #fypage #fyp #fypシ゚viral #anime #fypp #animefyp #jsvetorxz #naruto #narutoshippuden #sakura #sakuraharuno #sakurauchiha #sakuraharuno🌸 #kaguya #kaguyaotsusuki #otsutsukikaguya #views Sakura revives the views 😮‍💨,2007,359,497,7.31927833389461e+18,us,4,,,,https://www.tiktok.com/@js.vortex/video/7319278209663585579,2024,1,1,23,38,6,2024-01-01,23:38:06
1704152290,"['lmao', 'stitch', 'bandwagon', 'conservativetiktok', 'genzisajoke', 'genzissoft']",7319278208145296682,curlyboychuck,#stitch with @Constitutional_Conservative this girl is the perfect example of everything that is wrong with Gen Z in a nutshell #bandwagon #genzissoft #genzisajoke #conservativetiktok #lmao ,453,40,432,7.319278356116196e+18,us,1,,,,https://www.tiktok.com/@curlyboychuck/video/7319278208145296682,2024,1,1,23,38,10,2024-01-01,23:38:10
1704152270,"['happynewyear', 'travel', 'fypシ', 'capcut', 'capcutholiday', 'ekspresikandengancapcut', 'ekspresikan2023']",7319278158451084586,1jeanalatrice,"#CapCutHoliday #ekspresikan2023 #EkspresikanDenganCapCut #CapCut  2023 I said I was gonna do things I never did before! Let's just say I did just that!! Took my 1st solo trip out the country! Took my 1st solo cruise! Had my 1st ever professional photo shoot to having 4 more photoshoots to becoming a published plus size model. Yep, made it to a Billboard in Miami, Florida and a magazine!! .. who would have thought. Definitely not me😅 I attended events for the 1st time by myself. Went to NFL football game gor the 1st time. Now, to some this may not be a big deal but for me ALL of these are huge steps! Moments I'm completely proud of!  My #Travel Business also grew! We had so many Team events I was Blessed to be apart of!! I look back and remember being excited the 1st year I started this business to going to Atlanta twice that year. This past year alone! I went To Playa Del Carmen, Mexico, Las Vegas, Nevada, Miami, Florida, Cancun, Mexico, Orlando, Florida, Port Canaveral, Florida The Bahamas and countless Staycations & numerous road trips to Austin & Dallas, TX! God definitely took me out my comfort zone! I'm so looking foward to helping those that's ready to take a leap of faith and put feet to the new chapters 2024 is about to produce! I pray for stronger relationships with loved ones. Better communication, I strongly need to work on my social skills. My introverted ways sometimes comes off the wrong way. I mean no harm 💜 It's truly gonna be a year of Redemption!  This business is not on trial! 8years..I am the proof!!  Who else is ready to claim EVERYTHING they deserve this year?? #fypシ #happynewyear ",14,0,16,7.319278262457306e+18,us,0,,,,https://www.tiktok.com/@1jeanalatrice/video/7319278158451084586,2024,1,1,23,37,50,2024-01-01,23:37:50
